token_id,image,head,eyes,core,clothing,weapon
2836,https://assets.otherside.xyz/kodas/356788b4691fe20996510b1759357a8afc5ee23c9f48cc297d44d8efc8556fa2.png,Tri Vent,Golden Grill,Mummy Wrap,Arcana Outfit,
2837,https://assets.otherside.xyz/kodas/b187fab54a5f919ab82f3b10cbdba72a4530f421a1417480f0915703442eb9e5.png,Scorched Brain,Coin Slots,Onyx Doom,,
2838,https://assets.otherside.xyz/kodas/5bcbff4bea5b4bbbc4397bf800f21ebb20c3ecc8b9f0c544808e29a13ff99d64.png,John Doe,Jelly Beans,Space Blob,Wanderer Cape,
2839,https://assets.otherside.xyz/kodas/40913341d8698c552e73b7d381c8a34ec08bdad4f098366f59f6969eb665717d.png,Viridescent Hero,Tri Stare,Spacesuit,Tough Armor,
2840,https://assets.otherside.xyz/kodas/de1193cc0dcc708949a5643da03e0c628542e270581d6796578b7dd5e88dd16f.png,Keep It Chill,Buttoned Up,Pure Sinew,Ape Cape,Mush Clobberer
2841,https://assets.otherside.xyz/kodas/9d3a01a632d470afd5319b276cb213863a959bb05bc952634301ec45bfe95663.png,Vertical Vision,Worry Wart,Pure Sinew,Fanged Cape,
2842,https://assets.otherside.xyz/kodas/b4af19256e5417b1d499befe59c525f3a27c6e4cedfdfbd7ff2624e669aae7ce.png,Cave Crystal,Aquatic Ogle,Carpet Gorilla,,
2843,https://assets.otherside.xyz/kodas/816e47ecf4b8fab9780665747d3ddfa1b9536d6a23f4af8cdb69dc6e07805de5.png,Drill Bit Droid,Eyes On You,Grey Matter,,
2844,https://assets.otherside.xyz/kodas/4230a6c4c8fe1516f0ca09b4296e67227becacd001088b2b9595ef163db2448a.png,Crystal Horned,Interconnected Flow,Vivarium,Monster Mesh,
2845,https://assets.otherside.xyz/kodas/29e0e8375d13e5973f0576b63f31cc61a90a53c5fbf41bf14670cce8f81665a8.png,Bleached Horns,Ice Cage,Koda Bear,Armor Of Carnage,
2846,https://assets.otherside.xyz/kodas/24d1939473728922df25e19cecda1fd973c48a440f3c457b11f669c3ca1f01a8.png,Viridescent Hero,Analyze,Spacesuit,Elite Crimson Armor,
2847,https://assets.otherside.xyz/kodas/79e28bd09e2bf2958b5576b66302516dbca04438b7aeef78a8175fe532a23deb.png,John Doe,Crusty,Aqua Gorilla,Sol Mantle,
2848,https://assets.otherside.xyz/kodas/81561c786fde3d643c91b1e9be93863bfe9ba7e11a5e17c78dccc614638a7986.png,Another Memory,Peek Curiosity,Spotty,Wasterider Pauldrons,
2849,https://assets.otherside.xyz/kodas/2a82f9cbf84053389272e8600c187ba7b51cde4eb545500a4f4a30183816b544.png,Winged Fiend,Omniscient,All Bite,,
2851,https://assets.otherside.xyz/kodas/ebc4b464f1866ea3a58090df674c961e5c3fabd9ef711d24e498f797461c521b.png,Vertical Vision,Squiggly,Aqua Gorilla,,
2852,https://assets.otherside.xyz/kodas/777482d262a9c81d05fac9c9a7b288e2b4898d4020e18e7fc546b3b620ae6084.png,Manta Ray,Is Anyone Home,Vivarium,,
2853,https://assets.otherside.xyz/kodas/ce6f713746073822bdcccc36cac3186e6f091c7b7331613ca3f16165aa6356e2.png,Cracked Horn,Amphiboid,Bubble And Toil,,
2854,https://assets.otherside.xyz/kodas/b8787181e1d3809395d7d0e3bac228ddf9326cc4dd5f4d7ff66f9fab2fd5f769.png,Fairy Wisps,Trance,Desert Bot,Adventurer Mantle,Slicer Glaive
2855,https://assets.otherside.xyz/kodas/d106ab7ed4ea597967a25fe9247726c9f55cb29155b950b01835665caafdd457.png,Fish Bowl,Globular Gaze,Floating Lava,Furnace Mantle,
2857,https://assets.otherside.xyz/kodas/cb17aecbaff1b2758859634077a1b8fac71795bd6ce8cc0723a89f290c333dcf.png,Stretched Thin,Winged,Pink Bear,Warriors Journey Garb,
2858,https://assets.otherside.xyz/kodas/129adf59bb8b8eb5b708df492439c06083a00e3ffda9a02a848d1f715908dffa.png,Drill Sergeant,Release Me,Desert Bot,Icicle Shard Armor,
2859,https://assets.otherside.xyz/kodas/2313d22a97f9e2daedcdf39b99b8edd7e0efb67e8abf1d49b9112b220161a6c8.png,Winged Cheese,See It All,Woodland,Classic Mail Armor,
2860,https://assets.otherside.xyz/kodas/4121e3e5498a1de387b0ae95a0b02386020d659fa5b58f4f00b04806781152e1.png,Blazin Hot,Bone Sneak,Floating Lava,,
2861,https://assets.otherside.xyz/kodas/52154a1467dc76c8ce2afe46a3bbd57d4e9de8a8041ad611bb38b9cdc5ca8d01.png,Dawn Disc,Shocked Blue,Spacesuit,Ascended Guard Armor,
2863,https://assets.otherside.xyz/kodas/6470917f913d680443609c83a59721ca436fdfb01bfc9cb0be675f8803631281.png,Octo Tentaclenotinfinalcollection,Lookalike,Spotty,Polished Marrow Armor,
2864,https://assets.otherside.xyz/kodas/740ac9683f487d1041c35f15a3f941aa6d51ad929b1411dd5370a0f081139041.png,Scraggly,Crusty,Woodland,Adventurer Mantle,
2865,https://assets.otherside.xyz/kodas/d85250014ae3276cc9df6858a338dc431fac61ceb0405f2257ce8b5a01149e1e.png,Creepy Crawly,Fluff Vision,Swamp Monster,,
2866,https://assets.otherside.xyz/kodas/dd31316f7333f9291728880a6a0fb9c4ebaef99b66bac5b39f54d9e9782b2b93.png,Drill Sergeant,Arid Stare,Bubble And Toil,,Fickle Sickle
2867,https://assets.otherside.xyz/kodas/bf9372669dc3c6c5a8b622827dfc7b162f1da5f96230067b6e82167c5f7dab4b.png,Octo Tentaclenotinfinalcollection,Swamp Secrets,Zebro,,
2868,https://assets.otherside.xyz/kodas/d735c0468d34fc854d1b4b2f5cb958a1c7c826007f0c1ac8fd76e74446a619e5.png,Winged Fiend,Tiny,All Bite,,Night Star
2869,https://assets.otherside.xyz/kodas/a83fe477e85abac7fbe508aa0d52e2991b42e6118717209dd25ccb78cb14d2c2.png,Devils Advocate,Earnest Caps,Berry Bomb,,
2870,https://assets.otherside.xyz/kodas/0aeb51e7aedc80b299f8097751e833c2bbb6e2fbcbfebd52cb8eb6a827475f73.png,Bleached Horns,Coin Slots,Woodland Guardian,Skurts Mantle,
2871,https://assets.otherside.xyz/kodas/fa22b5f8ee566e371e8494ec6141bcbad6f50be616b4d609d0a45772424d4d73.png,Fish Bowl,Are You There,Zebro,Orchestrated,
2872,https://assets.otherside.xyz/kodas/8909965755ce5e7e43b7c9b5a2be53a3c604be15ce8988ecbe89e6a89fcb1e6f.png,Great Kleos,Every Which Way,Tide Roller,Explorers Outfit,
2873,https://assets.otherside.xyz/kodas/31b4aeb471a9e71fac036da2bfc1c178db85e6818e4c8a59cbbb144695a18570.png,Skull King,Dual Pits,Spacesuit,Fanged Cape,Everlights Wand
2874,https://assets.otherside.xyz/kodas/a92601684e3cda8108396353b37a555d0578e7c10c97d1a3c05d5e347dbd13b3.png,Sunkissed,Carapace,Amoebatopia,Jaded Gnaw Armor,Sulfur Triton
2876,https://assets.otherside.xyz/kodas/c69261d090c62332ad3a87b6d6a5fd678f7388623652929b2b62c2ef021f058b.png,Cave Crystal,Empty Stare,Onyx Doom,Knight Mare Armor,
2878,https://assets.otherside.xyz/kodas/481c8cab249071f2e0da6acb42d3af26f324066eb46dbb5de4e692f562b052f1.png,Chomp Chomp,Boomerang,Tide Roller,,
2879,https://assets.otherside.xyz/kodas/00e29c13b029c631a44c78f92b8d38b8ab4ed8aebb35fca0f6f96a1992931e09.png,Dawn Disc,Is Anyone Home,Onyx Doom,Adventurer Mantle,
2880,https://assets.otherside.xyz/kodas/329f03e2c6022b3575b58d070173086ef88aa6ddb416400fc8858c8a99b7722a.png,Sluggy,Stubborn,Spotty,Ravenmore Armor,Doomseeker
2881,https://assets.otherside.xyz/kodas/0b68fcae5ef3ea947bc4f8b939474039828442f1883a038151abf1acd6586ea3.png,Infinite Vision,Snake Eyes,Onyx Doom,,Deceiver Staff
2882,https://assets.otherside.xyz/kodas/f753aeecf4513162ca54b7fc49487122b085c0a055f75ab9463d58a61895f86e.png,Cobalt Kudu,Catty,Onyx Doom,Explorers Outfit,
2883,https://assets.otherside.xyz/kodas/e069d58918eb85ffe078d8fa3ceed10bb4acfd0ab4059dc2df782da7d8b342f4.png,Demon Spawn,Sky Seeker,Koda Bear,Entangled Darkness,Wise Wand
2884,https://assets.otherside.xyz/kodas/ce0f5034fb34f10aeba96a5d4846a823aaf0f79524b9b99cb8fa838f486aeea2.png,Viridescent Hero,Glacia Glare,Spacesuit,Minor Light Armor,Golden Wand
2885,https://assets.otherside.xyz/kodas/3dad3cd52fe769c93a69fe3aefb92952dda85015e2c5be3619b8f8d3d8fc23dc.png,Another Memory,Spider Trance,Hypnotic,Desola Armor,Gemmo Hammeraxe
2886,https://assets.otherside.xyz/kodas/514fee893c57d6a3c7e5677d562b890f5c2e1e0a35b243e537ae918ac566119e.png,Tri Vent,Coin Slots,Carpet Gorilla,Toasted Mantle Armor,
2887,https://assets.otherside.xyz/kodas/ee5c97d4d16c9708e77291c4ee208cac498abe225c9122eb7fbed300e9f9ec6e.png,Fish Bowl,Tired,Zebro,Brawlers Outfit,
2888,https://assets.otherside.xyz/kodas/5367e1fb3ec93b3049b1939192a8e06317daad1d065a281193f880985e628883.png,Foreteller,Gemini Gaze,Desert Bot,Gilly Cloth,Bamboospear
2889,https://assets.otherside.xyz/kodas/43343cb5bc470462d3308a8ecd2f7975292acd483d70e17e8902f834cbd189c6.png,Creepy Crawly,Eternal,Leaf Me Alone,Coral Core Armor,
2890,https://assets.otherside.xyz/kodas/7f781ad2fdc55a1d843b350c22adf967b26002b33c54801e786f30855245ceba.png,Infinite Vision,Stubborn,Onyx Doom,,
2891,https://assets.otherside.xyz/kodas/2affa413e36098c093561291588502ddac764dc6d8f5989236746abd89f2aca7.png,Sticks No Stones,Veggie,Stone Hole Jackson,,Gaze of Mysterius
2892,https://assets.otherside.xyz/kodas/6480265ce3a5cb366b050b9a675b17b26a25f8464cb4eb261068930839884e17.png,Aqua Elf,Peer Review,Floating Lava,Shelly Pauldrons,
2893,https://assets.otherside.xyz/kodas/4c26065b34a2b6d27096fe9948ddfb7d57340ff40096f73482e25f369e7cf5c4.png,Crystal Horned,Slick Seer,Tranquil Water,Butchers Belt,
2894,https://assets.otherside.xyz/kodas/2ba88607c5837aabcabe8c9b88017b2e8ef01d09066ad24d0cfc9deff3d3b8ca.png,Fairy Wisps,Eyes On You,Desert Bot,Heavy Iron Armor,
2895,https://assets.otherside.xyz/kodas/03b2c2f9463a8f043de821df0ae37b30a227c2e0b62a6c236fe1ba42670439d3.png,Bleached Horns,Stink Eye,Desert Bot,,
2896,https://assets.otherside.xyz/kodas/07c6234c9f2dad1956b0d49584940a6b8e0e3d1da5c5a5cc8924ef97b2485ce1.png,Bleached Horns,Spider Trance,Stoney Pecs,Classic Mail Armor,
2897,https://assets.otherside.xyz/kodas/72a8ec11421f94f192a6ce7db06e741990d763c2183fc247ebcafe3cfc4b1e05.png,John Doe,Every Which Way,Spirit Wisps,Frost Fur Cape,The Bloodletter
2898,https://assets.otherside.xyz/kodas/c33ca9feac22878e1bf068d68c435b15e036f2110889ba805a553aac4b1a2b76.png,Winged Cheese,Uni Eyes,Lava Lamp,,
2900,https://assets.otherside.xyz/kodas/5f0b8463dad9f114447f224ed6d66f55960a6e10dc5439709f77705f5abb5a78.png,Twisty Horn,Twin Pits,All Bite,,
2901,https://assets.otherside.xyz/kodas/b1086514f4f39b58aa5917e9755cd662b3e83dd89ced32baaaa57a3be9fee0ee.png,Twisty Horn,Elemental,All Bite,Frost Fur Cape,
2902,https://assets.otherside.xyz/kodas/8b67ef14c2041175b15e1b7e37332a0c5ef90f8e99453d6a885c83c4fe2b1785.png,Muddy Explorer,Stay Awake,Maw,Hardened Leather Armor,
2903,https://assets.otherside.xyz/kodas/76debb3a6c9ccf23d29de6f7dfa6ce04c94e9c04c95ac1a19ae3a5c73be07922.png,Foreteller,Grim Bellows,Amoebatopia,Sky Merchant,
2904,https://assets.otherside.xyz/kodas/532500247cd79dfd4aa7b3a213aa728415593e3affc5c0c4f58022894f189b92.png,Foreteller,Black Hole,Koda Bear,,
2905,https://assets.otherside.xyz/kodas/bcb750b8a4db19f7dc679616fe2c3ca615acac1a0b9d5eb8c10aa82fbe5a911d.png,Stubborn Ox,Afraid,Koda Bear,,
2906,https://assets.otherside.xyz/kodas/a308d0a7b5a83298157a4e34c32a5092754c96ca5d94efe38ea514a97f9bb980.png,Copper Coil,Mesmerize,Sunflare,Jaded Gnaw Armor,
2907,https://assets.otherside.xyz/kodas/2ab7fe8388a503b352cc8be1b845a76516b437b33d316efa84eecca112b98442.png,Blazin Hot,Hypcylco,Koda Bear,,
2908,https://assets.otherside.xyz/kodas/47a27fa6bb8a2562884bb6c9735bea296ae56f97b827b384dab1e1a706f105f5.png,Dawn Disc,Twenty Cubed,Ivy Swirls,,
2909,https://assets.otherside.xyz/kodas/3f4292b76f521dcc6cbe2feaab8e1dcc443198e4d1ae3880fe75f8a1dd86a32a.png,Scorched Brain,Are You There,All Sight,Entangled Darkness,
2910,https://assets.otherside.xyz/kodas/98c43d57a9e3f609a6200bc758790aa4e2099a4937b95c2a3d069fd09d3d3cbf.png,Drill Bit Droid,Droopy,Grey Matter,Petrified Bands,
2911,https://assets.otherside.xyz/kodas/75dbe7b60272696fcd1852fc2969560a0eb3ab9856cb2fa2fc168b63f4d80b2e.png,Chomp Chomp,Black Hole,Onyx Doom,,
2912,https://assets.otherside.xyz/kodas/bd61e4635955605dbe2f76e8cea1a17c4d10c0188e1e554db9e6f6095980d2a8.png,Copper Coil,Red Soaked Stare,Lava Lamp,Shrine Cloak,
2913,https://assets.otherside.xyz/kodas/b29933fc3dc8fe2961a7db6e98e136335c883e0fe9f8f1bb7ba47658c46c46fb.png,Skully,Tearpaint,Amoebatopia,Ravenmore Armor,
2914,https://assets.otherside.xyz/kodas/7bf245f50b4604057437addc37abd5d48f724ca5a921f4d55856118c75e7efac.png,John Doe,Boomerang,Storm Tracks,Orchestrated,Trusty Hatchet
2915,https://assets.otherside.xyz/kodas/fe035b18edbde3dcdb9478c3956d478792a97dc5f7c4c400dd49cf52c12ff033.png,Fairy Wisps,Black Hole,8 Knit,Orchestrated,
2916,https://assets.otherside.xyz/kodas/1c74410fbbfc4f41a933ffe532fc4383b9c28e2057a00285ca04b31f73106edf.png,Dawn Disc,All Seeing,Stoney Pecs,,
2917,https://assets.otherside.xyz/kodas/e6fb2d0e4fec7969cae37e7b48a71f20d9fd84a94d03fe221c87a8d0db05c288.png,Stubborn Ox,Lookalike,Desert Bot,Oozeguardian Armor,Bamboospear
2918,https://assets.otherside.xyz/kodas/27f680d6ff7c74c95af3c1b2bf390e3aa71ae350771d634c6ab55687d77225bc.png,Muddy Explorer,Boomerang,Amoebatopia,Heavy Iron Armor,
2919,https://assets.otherside.xyz/kodas/85d604d9da1b63ef3940aa267a47483cc4f6f5968ab029e92ce13ae5bacf40a6.png,Blossom Bud,Snake Eyes,Berry Bomb,Degenerates Cape,
2920,https://assets.otherside.xyz/kodas/1055ec673fdae94d9975b1cc6311a9afd41c83d8cbdd40826ccebae34e946863.png,Drill Sergeant,Ocular Drive,Stoney Pecs,Flame Licked Armor,
2921,https://assets.otherside.xyz/kodas/81e323c3b930e7285e07f999b60bc7d17a8815fb105051af9b7e2414b18dc286.png,Creepy Crawly,Ocular Drive,Hypnotic,Arcana Outfit,
2922,https://assets.otherside.xyz/kodas/86dc364152acefe6b07af78e75cc595419caa0cd77457f7d47f77e6fcfed63be.png,Foreteller,Peep Holes,All Smiles,Daybreak Armor,Undergrowth Stick
2923,https://assets.otherside.xyz/kodas/57b3e0456fe00d2b903d038bba76bcf06cb26c32c400dc38c1ed558fe80a1c0a.png,Springbuck,I See You,Secret Ruins,Glutton Cape,Magnolio Rod
2924,https://assets.otherside.xyz/kodas/006fdbb4deae752a51ef829416ad54cb509451244dc707b9b63f6493945db315.png,Copper Coil,Fortune,Desert Bot,Spike Plate,
2925,https://assets.otherside.xyz/kodas/20f36f26e225cb97b6a5c2e0fac9c6eca24ad0abaeac0abe0213aaa6bc33feff.png,Stretched Thin,Boomerang,Spotty,Plateau Seer,
2926,https://assets.otherside.xyz/kodas/d9cf2b4b034fecb8aab713bd0df82a86bf6aa62a08b64f0f864e1e4152bfa8b0.png,Sun Goop,Four Eyes,Monster Smoke,,
2927,https://assets.otherside.xyz/kodas/0a3895a736b1debff5b54feb128f155cb5f25080bc53a334ec16e38b55fe6fbd.png,Stubborn Ox,Teething Eye,Cushioned,,
2928,https://assets.otherside.xyz/kodas/947e80e1283297d646f7fcce0abc8208bb47b0341c3badd2a20599fb494095fd.png,Stubborn Ox,Veggie,Koda Bear,Pluma Pauldrons,
2931,https://assets.otherside.xyz/kodas/8aa0284d7f94ae06aac13ccd9f8922a7a2f246c10e3cbe3652549b71352cdcd0.png,Infinite Vision,Open Up,All Sight,,Brimstone Blade
2932,https://assets.otherside.xyz/kodas/cd64d657fcbc39798fbd9b7f9850cf0022feda23687696c5d6b13e398354309d.png,Arachnid,Stink Eye,Mummy Wrap,,
2933,https://assets.otherside.xyz/kodas/e4f9419f666bd38aa3540cd452a56fd1282bb9c4c566a4fd677af21f80d4ab01.png,Arachnid,Look Deep,Grey Matter,Fanged Cape,
2934,https://assets.otherside.xyz/kodas/6f3600eba236305e332b87cbeb038a68a1d4f1a5c8338787869fb959ce8ce6fb.png,Bleached Horns,Seeing Two,Koda Bear,Consummation Plate,
2936,https://assets.otherside.xyz/kodas/a90cb4098dff9c727616a9753a85bbe7e5f812abd9fccde2fd4ff1b72527d34f.png,Fairy Wisps,Furnace Burn,8 Knit,Explorers Outfit,
2937,https://assets.otherside.xyz/kodas/75cc79a9ee2018eb9fd4ed18f6eab057886d21155bd3ae750a1c01bc69c9b6d9.png,Drill Sergeant,All Knowing Ahh,Woodland,Heavy Mantle,
2938,https://assets.otherside.xyz/kodas/8cc81f9b10be3e0d434c635ec398f74c9b042433ae8ad9b4b9864bf82e6a2487.png,Sunkissed,Bugged Out,Cushioned,Boiled Armor,Scavengers Blade
2939,https://assets.otherside.xyz/kodas/98b1c619415531b0764e18613096a120d1744e853b28b7af2499b5db40bfbc27.png,Horned Lion,Jungle Ah,Amoebatopia,Skurts Mantle,Apprentices Staff
2940,https://assets.otherside.xyz/kodas/58d1d412f1a079c96a5a0b8e31332b74da2363bb5cae3c0d8e2b924ff62050cb.png,Blossom Bud,Cutie Pies,Berry Bomb,,
2941,https://assets.otherside.xyz/kodas/dda30d16dd9d9cd939bf1f6eb5055d51a4946d6f5ce7b59ed48d801217c8394f.png,Bleached Horns,Green Glance,Onyx Doom,,
2942,https://assets.otherside.xyz/kodas/7ebc8ae3d91e1e9ebf6b1b64627348a6b2cd9c0be99f40a869d7f0085535b72d.png,Copper Coil,Awakened Entertainer,Sunflare,Coastal Scavenger,
2943,https://assets.otherside.xyz/kodas/a88b6816e227b8ca4c4d5101193442358c881e9e0db62868ec6ec6941d51fc5b.png,Bugle_Horn,Afraid,Spotty,,
2944,https://assets.otherside.xyz/kodas/26d2b4f05784cc7834eb519cb4730bc4ca086255719f87cf8bb42444e066091c.png,Deep Sea,Tearpaint,X Ray,,
2945,https://assets.otherside.xyz/kodas/c78a47a7c95a79be320c93c504d8fddad739c296f98e48a6f71f72a5b815f11f.png,Stubborn Ox,Genis Gaze,Cushioned,Reinforced Mallow Armor,
2946,https://assets.otherside.xyz/kodas/76d8cf59d2b635d596cf542aab30290b72d90569ee5ef17c3b39e7fb9d4a9ad2.png,Creepy Crawly,Teething Eye,Hypnotic,Knight Mare Armor,
2947,https://assets.otherside.xyz/kodas/ecfcc57d3a0c1905c68031645378036d7ab141e381d91dedb55e0a12c0ad319b.png,Drill Bit Droid,Boney,Storm Tracks,Reinforced Mantle,Azure Fangs
2948,https://assets.otherside.xyz/kodas/716c3b2fbe3133de4cc1651995e885f94c4f68857314e4400383ef8177fd883a.png,Drill Bit Droid,Melted Gaze,Secret Ruins,Indigo Cape,
2949,https://assets.otherside.xyz/kodas/70ddf7ceb03452437c88e17820f36ed4aaf8bfbd35ff3a8ef8dac4dad698970f.png,John Doe,Tri Green,Aqua Gorilla,,
2950,https://assets.otherside.xyz/kodas/30f66c7f57a54260a5fb473a62df59b0498c0830b7bcf8a7446c5533f8b96cf2.png,Green Gill,Golden Grill,Monster Smoke,,
2951,https://assets.otherside.xyz/kodas/d6c89c8b3c8bc2ae8758bcc2f72e5345119f316c00075a8dc5416ee935106dfc.png,Blue Crown,Wormy,Patches,Duster,
2952,https://assets.otherside.xyz/kodas/2ec8b133b7b3dcec1cedc35be994c919b31662041a78e453b3e299f0cb01c8cd.png,Another Memory,Skylight,Zebro,Duster,
2953,https://assets.otherside.xyz/kodas/e6fc3eba525e1065f2aaf4ff636a0aa7e2fffafd0ced5396783e24f50cfffe98.png,Another Memory,Shattered Cyclop,Dino Egg,Ice Crystal Armor,
2954,https://assets.otherside.xyz/kodas/a3a10801d3efc304013b8f86d9f813f255ae5693587ac65528b984a4c94fe1eb.png,Sluggy,Release Me,Whirlpool,Deep Sea Spiked Armor,
2955,https://assets.otherside.xyz/kodas/ff50831798f2d4fb82e42243ac0504f48abbd3a98dadbd2c343f74f19ea016da.png,Scorched Brain,Snake Eyes,Onyx Doom,,
2956,https://assets.otherside.xyz/kodas/7fbb4b37fcc9375389263e991aedde68aa77c1f764fa2111d0413ff2337df2d9.png,Hoot,Trance,Petrified,,Executioners Delight
2957,https://assets.otherside.xyz/kodas/d89d07f82e6bc3948e23d35d622386c2b7b4b04d14587d4c3dacaa76965f4bfc.png,Devils Advocate,Caged,All Bite,Thorny Armor,Feathered Glaive
2959,https://assets.otherside.xyz/kodas/ec9333ff9f21efdfd30cbae2ce90743e810321b702ecc5019f5332ffea58a665.png,Droopy,Uni Eyes,Hypnotic,Petrified Bands,
2960,https://assets.otherside.xyz/kodas/ba59a348a5ac44e7e68fed93386e1277b593b410b02c723dd859297cbae69e29.png,Sun Goop,Squiggles,Lava Lamp,Adventurer Mantle,
2961,https://assets.otherside.xyz/kodas/912df025578e35725eb3a50c923476628309bb5ded1e848a06e57f615696ea08.png,Reef Dragon,Skylight,All Sight,,
2962,https://assets.otherside.xyz/kodas/e90d6e5a4fe9867583a2c18dcebe2f348890ca45ece5a6fba86d8e487b5d638f.png,Elder Bharal,Catty,Stonebase,,Widow Taker
2963,https://assets.otherside.xyz/kodas/cd4d29662bd5b5a01ea7c63da345d32bc7a5dc961323d402821ed56ac9555c90.png,Springbuck,See It All,All Bite,Minor Light Armor,Shoo Flame
2964,https://assets.otherside.xyz/kodas/39a72990e4b63600f243ea9fb3d6ee0b43410d9aa1f503c29a6c97cb3821f6e1.png,Tested Elder,Bone Sneak,Amoebatopia,,
2965,https://assets.otherside.xyz/kodas/f2e283c87f0ce190ecd58e90a84e1097238279d94fedb29578aabd432b1e2458.png,Infinite Vision,Peer Review,Flora Smock,Direplate,
2966,https://assets.otherside.xyz/kodas/ee97a56862484faabd91bdd5c52816eeeab1b86ab9f49afb6ac44fbac2fdf8ad.png,Chomp Chomp,Furnace Burn,Onyx Doom,Consummation Plate,
2967,https://assets.otherside.xyz/kodas/391f4cf63052eb4d487d6dc6c6c9b33868af819a9460d2f546c69676d07d20b8.png,Creepy Crawly,All Seeing,Patches,,
2968,https://assets.otherside.xyz/kodas/92be3890d10af33e8e9dcf7ba066920be28eb181025954c1157a4f145b52b393.png,Scraggly,Chameleo,Woodland,Skurts Mantle,
2969,https://assets.otherside.xyz/kodas/c53cf14dddc8441e5433a1bac44aeaa092168ad530c373c6dfc2ecd48648dcd7.png,John Doe,Steely,Storm Tracks,Sol Mantle,
2970,https://assets.otherside.xyz/kodas/fa2edf7f0df0f4ad4a00198bd962bee5e7c9d90b678536b982bf8f2e518d0129.png,Nuts For Nuts,Solar Focus,Amoebatopia,,
2971,https://assets.otherside.xyz/kodas/279c0134053d437aceab37e5bc2faeeb3b935feb7950922b53b24097bc5a757d.png,Cobalt Kudu,Amphiboid,Onyx Doom,Belt Of All Seeing,
2972,https://assets.otherside.xyz/kodas/ebd6826ac15ee5c49b00ebf1b9c1129118b9ec5f782d68a66f8b52e48ea942fe.png,Another Memory,Bulls Eye,Hypnotic,Neon Streaked Cloak,
2973,https://assets.otherside.xyz/kodas/2f034e1533a8838bafffc6ef50b6e97a3bc835270fed2cc38735c2cb207c7b1f.png,Scraggly,Lizard,Woodland,Butchers Belt,
2974,https://assets.otherside.xyz/kodas/bc1057fe28a471284c9e7bcd55e0a03b28317bbe7d79de017eba06bc7932bd07.png,Cave Crystal,Release Me,Grey Matter,,
2975,https://assets.otherside.xyz/kodas/cbe653da8d522fcf453ab8c5428917fd6331989362e56dc4519660e202fb81c8.png,Creepy Crawly,Here And Everywhere,Onyx Doom,Stone Plate Armor,Occams Razor
2976,https://assets.otherside.xyz/kodas/060c584026999811cd774816a0030b59256554564c3bd949d28a468a04ef316b.png,Skull King,Reptilian,Stone Hole Jackson,Duster,Trusty Hatchet
2977,https://assets.otherside.xyz/kodas/14bf1ecc200127de7a361bfbe2f9cb522fc81c1f2b8859169c5717c2090bd584.png,Scraggly,Dimensional Sight,Cushioned,Furnace Armor,
2978,https://assets.otherside.xyz/kodas/a473372b798d44c9dd52aed3e7450337e514ff07d5f221e512ee2876742ff1b1.png,Drill Sergeant,Tiny,Stonebase,Chrono Plate Armor,
2979,https://assets.otherside.xyz/kodas/53dc7bc6dc282bb02306ea8b0610c66b5673faf9c316c11457814868a363bdc5.png,Dawn Disc,Here And Everywhere,Stone Hole Jackson,,
2980,https://assets.otherside.xyz/kodas/0f707aeb3e561adaa8e81131ef1768683e880738a766f76025fd8af4ff1f4a22.png,Chomp Chomp,Buttoned Up,Caged Geminite,Knight Mare Armor,
2981,https://assets.otherside.xyz/kodas/3a870013fc53d5397c4a5c7f96d73bce774e42f4c15c586f326c24d2fbbe6805.png,Dual Slick,Mysterious,Caged Geminite,Explorers Outfit,
