token_id,image,category,sediment,sediment_tier,environment,environment_tier,eastern,eastern_tier,southern,southern_tier,western,western_tier,northern,northern_tier,artifact,plot,koda
4135,https://assets.otherside.xyz/otherdeeds/7d788a6c58581a3179a1cdb2535f473a7f83a7a425f4832803b45a4bb4aaa7fd.jpg,Spirit,Biogenic Swamp,1,Steppes,1,Runa,3,Petrified,3,Runa,1,Kinsoul,3,,4135,
4137,https://assets.otherside.xyz/otherdeeds/9aa8600cc9a5e05433019d7b542f7facdbbbf6af55ac1d697094b9eded8549e0.jpg,Decay,Biogenic Swamp,3,Bog,4,Kinsoul,2,Lumileaf,3,,,,,,4137,
4138,https://assets.otherside.xyz/otherdeeds/c9c08ec4b8b53865dcc530c2714e50798f59b297b06f355232b0cc44656742d9.jpg,Spirit,Biogenic Swamp,3,Veldan,4,Geopillar,1,,,,,,,Red Orb,4138,
4139,https://assets.otherside.xyz/otherdeeds/b310efefe47f27e56c0c0a9395a3729db6dc0dd671c1d701429440ecf05b9c31.jpg,Mineral,Biogenic Swamp,2,Biolume,5,Runa,3,,,Moldium,1,Nether,1,,4139,
4140,https://assets.otherside.xyz/otherdeeds/399dc4bf7dbf45c380a88ee8a57657a07bb1da406e260c32b259103ec2172ca7.jpg,Psychedelic,Biogenic Swamp,2,Acid,1,Kinsoul,2,Luster,3,Kinsoul,2,,,,4140,
4141,https://assets.otherside.xyz/otherdeeds/932886fe1c72197d4a7c5cd61c74fc441d17694341925aa92a20862a484cf192.jpg,Decay,Biogenic Swamp,1,Bog,2,Bonestone,1,Lumileaf,1,,,,,,4141,
4143,https://assets.otherside.xyz/otherdeeds/f0052497dd9482fc62bc57c1e01c97cb32051f6b4643cf9f5bce0185d09341c6.jpg,Decay,Biogenic Swamp,2,Bog,3,Kinsoul,2,,,,,,,,4143,
4145,https://assets.otherside.xyz/otherdeeds/6b1c159dd7c5ad83ff61d238917da752ae6a0996bc6eb4104e76cd72ae697a2b.jpg,Mineral,Biogenic Swamp,1,Spires,4,,,Petrified,3,Psychosilk,2,,,,4145,
4147,https://assets.otherside.xyz/otherdeeds/6a9391b8fb4d6333d253e3f1398ea09209fafe2d576dea27acfaf93b6b5d7f81.jpg,Decay,Biogenic Swamp,2,Bog,3,,,,,,,,,,4147,
4148,https://assets.otherside.xyz/otherdeeds/5a0dde860db9be869f20af11015916395980035da5f7e620d468c8e92411089e.jpg,Psychedelic,Biogenic Swamp,2,Sludge,2,,,Psychosilk,2,,,Bonestone,2,,4148,
4149,https://assets.otherside.xyz/otherdeeds/ddc9593345f235baf0bb45830a0edec896a51e599a1671bb85c4b1280dc4d968.jpg,Mineral,Biogenic Swamp,2,Biolume,3,,,,,,,Petrified,1,,4149,
4152,https://assets.otherside.xyz/otherdeeds/17e7dc4449ab24726ccc5a98dfc90ef0c6c995782f4b3bc138d192b82d2df487.jpg,Decay,Biogenic Swamp,1,Plague,1,,,,,,,,,,4152,
4153,https://assets.otherside.xyz/otherdeeds/7abc6881bbcd579681b0039ce232042327a76f8ebdd23d409aaae692828312e1.jpg,Harsh,Biogenic Swamp,1,Glacia,2,Kinsoul,2,Oblivion,1,Moldium,3,Slushia,1,,4153,
4154,https://assets.otherside.xyz/otherdeeds/cd111d0f27b09f456e2e9e9e124adc1ca38505bee1d430418be045117a2225b0.jpg,Psychedelic,Biogenic Swamp,1,Mallow,1,,,Spikeweed,2,Psychosilk,1,Oblivion,2,,4154,
4155,https://assets.otherside.xyz/otherdeeds/adfa2fb0084ea7b292b88ca1aece3d07ff2410d0f8b0c2f44aba8c2062044d11.jpg,Decay,Biogenic Swamp,1,Thornwood,1,Luster,2,Oblivion,1,Duskia,2,,,,4155,
4156,https://assets.otherside.xyz/otherdeeds/bb291a5c4e843479474b940704d2da2fcf1190fdcd1d91fde8153b81db076ea1.jpg,Decay,Biogenic Swamp,1,Bog,1,,,,,,,,,,4156,
4157,https://assets.otherside.xyz/otherdeeds/cdeeedba5fd1df829a44fe2d4183b176a3ef3f11acb55fe51d37424ef321275b.jpg,Growth,Biogenic Swamp,1,Jungle,3,Runa,1,Oblivion,3,Whisper,1,Tanglevine,2,,4157,
4158,https://assets.otherside.xyz/otherdeeds/49769cabac4347596026dbfe8732639cd90f50a69105cd3fbc1bd080af846aa1.jpg,Decay,Biogenic Swamp,1,Bog,1,Brimstone,2,,,,,Brimstone,1,Monkey Barrel,4158,
4159,https://assets.otherside.xyz/otherdeeds/a3e4d81d94d01b6715d1631e3465d06cae3710aa1623db8a0734e958e4bb58e9.jpg,Spirit,Biogenic Swamp,2,Steppes,3,,,,,,,,,,4159,
4160,https://assets.otherside.xyz/otherdeeds/4e8abef13eef8420a91dbaa472f28854d1f7c21f01ae0abb7fb4cbbeb012e69e.jpg,Volcanic,Biogenic Swamp,3,Molten,4,Oblivion,2,Moldium,2,Runa,2,Spikeweed,1,,4160,
4161,https://assets.otherside.xyz/otherdeeds/5ca986830d2c6ed75d28f8fc1a2eaff26b0d54c6c4a74db6d7c43f4c6c048b29.jpg,Growth,Biogenic Swamp,2,Mystic,4,Glowpod,3,,,,,,,Banana Peel,4161,
4162,https://assets.otherside.xyz/otherdeeds/4b8548c1c404038c20dc42a9fd1d2ba89361a222759a3f09f65cb832cbb9f94f.jpg,Harsh,Biogenic Swamp,1,Wastes,3,Brimstone,1,,,Lunarian,1,,,,4162,
4163,https://assets.otherside.xyz/otherdeeds/c63f4d3915270dab9d5cd66c209f2d21217f928f9d1689f7dbd9b6d81cb0903a.jpg,Decay,Biogenic Swamp,2,Thornwood,2,Oblivion,3,Brimstone,2,Moldium,1,Lunarian,2,Rugged Shovel,4163,8605
4164,https://assets.otherside.xyz/otherdeeds/b1e5122ecd08b07c6c182f752bbd3a34aff2dda6e2cd58c97ad60afe57013183.jpg,Volcanic,Biogenic Swamp,2,Molten,5,,,,,Nether,3,,,,4164,
4165,https://assets.otherside.xyz/otherdeeds/9259cd0b0e03e5f16330c49cc1e422e9ce399474f467122cd8c4c7bd7d4a4f42.jpg,Harsh,Biogenic Swamp,3,Glacia,4,,,,,,,Spikeweed,1,Koda Shovel,4165,
4166,https://assets.otherside.xyz/otherdeeds/e3892990d23900abd57690fe2003c76baf2e4c899e4b40e1373ff44d97a5b500.jpg,Growth,Biogenic Swamp,3,Mystic,1,,,Bonestone,1,Luster,3,,,Forged Pickaxe,4166,
4167,https://assets.otherside.xyz/otherdeeds/d9b8db0f7d33d5cfac23d419ca240cb0d4e03b92f9575f11cc525551aaae73a5.jpg,Harsh,Biogenic Swamp,3,Splinter,1,,,,,,,Runa,1,,4167,
4168,https://assets.otherside.xyz/otherdeeds/14d0a8aef5dff26d56cf759bdf085529c6b4548ef94e0d27ae6c377626adf9a3.jpg,Growth,Biogenic Swamp,1,Botanical,2,,,Lunarian,2,,,,,Celestial Orb,4168,
4169,https://assets.otherside.xyz/otherdeeds/1cc08bb40d4764e3faecf48c07e5abada22fdcee8f2c91d8c6efd2058e9e8a0b.jpg,Harsh,Biogenic Swamp,1,Splinter,5,Psychosilk,1,Psychosilk,1,Petrified,2,Brimstone,3,,4169,6009
4170,https://assets.otherside.xyz/otherdeeds/796511f4561b8ee2e5a99de9823fec008f3e0e883d1894aa49c9ad794dc1f3b8.jpg,Growth,Biogenic Swamp,1,Botanical,4,,,Sporicite,1,,,,,Relic Card,4170,
4171,https://assets.otherside.xyz/otherdeeds/a0f1c800129abe40500b770a8d30e4b6efe8878788ba8f1f2fe184dca1af5813.jpg,Decay,Biogenic Swamp,3,Ruins,4,,,,,,,Runa,2,,4171,
4172,https://assets.otherside.xyz/otherdeeds/e69593d9879ae153e741f44dc12f84ecfc201c9c04abc77a532376d86df99144.jpg,Decay,Biogenic Swamp,1,Thornwood,2,,,Petrified,2,,,Nocturna,2,,4172,
4173,https://assets.otherside.xyz/otherdeeds/17ec6c6fa89d1096bf44ef3016aeeda342597a70b6886955a585d96228f68399.jpg,Growth,Biogenic Swamp,1,Mycelium,3,Moldium,2,,,Bonestone,1,,,,4173,
4174,https://assets.otherside.xyz/otherdeeds/5330260620e7006cb0dbcadb187d8d6d9aeef787484a46a2351a00961046c53a.jpg,Spirit,Biogenic Swamp,3,Sky,5,Runa,2,,,,,Lunarian,2,,4174,
4175,https://assets.otherside.xyz/otherdeeds/e1343f8c7bf4d9ffd78602084c566b25da4a3d5b22435dd3d5c7352024491682.jpg,Spirit,Biogenic Swamp,3,Steppes,3,Runa,2,,,,,,,,4175,
4176,https://assets.otherside.xyz/otherdeeds/ec65d91075e08b34e7efaea2c3ac3bc898d2bfa903825fe1c7eb244ab8434851.jpg,Psychedelic,Biogenic Swamp,3,Mallow,5,Oblivion,1,Lumileaf,2,,,Petrified,1,,4176,
4177,https://assets.otherside.xyz/otherdeeds/660189c92b47ba1baa9568b839064b675b34c9c0580fc9576921f4aa066c2575.jpg,Psychedelic,Biogenic Swamp,3,Sludge,1,Oblivion,3,,,,,,,Card from a Deck,4177,
4178,https://assets.otherside.xyz/otherdeeds/270b6b7fb07c4356a2eae2d9a1e415a885e7d589a954a2de9ced368ca3b4ab35.jpg,Decay,Biogenic Swamp,1,Thornwood,2,,,,,Petrified,2,,,Sooper Box,4178,
4179,https://assets.otherside.xyz/otherdeeds/99d34f2081dd69c065db62020319af9aafef2ad2b9533bcd0d6d60bac4f65d23.jpg,Harsh,Biogenic Swamp,1,Wastes,3,,,Brimstone,1,,,Bonestone,3,,4179,3287
4180,https://assets.otherside.xyz/otherdeeds/47d2623e61a4803e42e3e4fd09c28bc3f90677ba0ca743094973510d91545158.jpg,Psychedelic,Biogenic Swamp,3,Mallow,2,,,,,,,,,,4180,
4181,https://assets.otherside.xyz/otherdeeds/9d23a91c8be955618ab09013513f01edc85ef2e34a7721ead143060fb9fa2963.jpg,Harsh,Biogenic Swamp,1,Bone,1,,,,,,,,,Mystic Triangles,4181,
4182,https://assets.otherside.xyz/otherdeeds/379a7b6423cc80f7619e2b4ff5bb59d9d416684c080a9bd1ce9e0e58e44df42f.jpg,Growth,Biogenic Swamp,1,Jungle,3,Oblivion,3,Lunarian,1,,,,,Ancient Coin,4182,
4183,https://assets.otherside.xyz/otherdeeds/2d62fe9cdc6536ca53deb8f50fa494eb56c00cd1736417486910ef0be8a68309.jpg,Psychedelic,Biogenic Swamp,1,Mallow,1,Mallo,2,Runa,2,Lumileaf,2,,,,4183,
4184,https://assets.otherside.xyz/otherdeeds/dce3999db6d557015a6909955604df7a0ec2478b5feedce9ad971fe472588539.jpg,Growth,Biogenic Swamp,2,Jungle,2,Petrified,2,,,Runa,3,Lunarian,3,,4184,
4185,https://assets.otherside.xyz/otherdeeds/61f3237724536f790994bf385534d8f9ceb8462ec438f614d92c7fe6d42c007d.jpg,Volcanic,Biogenic Swamp,1,Molten,5,Nether,1,,,,,,,,4185,1397
4186,https://assets.otherside.xyz/otherdeeds/220470e74a4f0ab171f117b9945f035e797c062c22b155a8908a587a4d017b97.jpg,Volcanic,Biogenic Swamp,1,Sulfuric,1,Petrified,1,,,,,,,Mystic Triangles,4186,
4187,https://assets.otherside.xyz/otherdeeds/60f19ff3c36cf348fd0fef3d5854bf7a091d60fb448acbcabdcf8eae0950657d.jpg,Volcanic,Biogenic Swamp,3,Obsidian,3,Brimstone,1,Onyx,2,,,,,,4187,
4188,https://assets.otherside.xyz/otherdeeds/d2820a4f483a8b53b5f8b3cc10788d579cf08b73c8345df57dd4887864a58acb.jpg,Mineral,Biogenic Swamp,2,Biolume,3,Runa,2,,,Fortuna,3,Nether,1,,4188,
4189,https://assets.otherside.xyz/otherdeeds/c633a314fdccfee6fb14489bd2e432873a59434186bf6141d3fdd920af1b616a.jpg,Harsh,Biogenic Swamp,3,Glacia,3,Lumileaf,1,,,Bonestone,1,,,Celestial Tear,4189,
4191,https://assets.otherside.xyz/otherdeeds/c8fde9467cd7c30bd12b27fd6a4d9a4a9deb8446e9aa65c3063a58db027ccfe6.jpg,Volcanic,Biogenic Swamp,1,Molten,1,,,,,,,Nether,2,,4191,
4193,https://assets.otherside.xyz/otherdeeds/1675395b19bbcf6fa5d98e677bc184f8a2105eafb898c35af95a645e1908f2e5.jpg,Volcanic,Biogenic Swamp,1,Obsidian,3,,,,,Oblivion,3,,,,4193,
4194,https://assets.otherside.xyz/otherdeeds/02820b6f51853bc1dc1ff54aeac8e98d4d448915a7af604e64394e293bf3f527.jpg,Harsh,Biogenic Swamp,3,Glacia,2,,,Luster,1,Psychosilk,1,,,,4194,
4195,https://assets.otherside.xyz/otherdeeds/5b6b235da4f9865cda1c924f16ed4eeb88405c6c79f4600090884cfc4abff0dc.jpg,Harsh,Biogenic Swamp,1,Wastes,1,,,,,Obsilica,3,Kinsoul,2,,4195,
4196,https://assets.otherside.xyz/otherdeeds/e45c79893795cab5ffafafb91529d78aff98ddcdff8d3fc3436ccdb58ed0139e.jpg,Psychedelic,Biogenic Swamp,1,Shadow,1,,,,,,,Moldium,1,Forged Pickaxe,4196,
4198,https://assets.otherside.xyz/otherdeeds/0df3e80a6faf6134bc547b0584b8f8062b15c7a98dd357bdc18aacc6dcfa2b35.jpg,Decay,Biogenic Swamp,1,Thornwood,2,,,,,Spikeweed,1,,,,4198,
4199,https://assets.otherside.xyz/otherdeeds/36c78ecb573668c459bf0a866fe2b2a00a10f88fd696896fc7afb7627c52f651.jpg,Harsh,Biogenic Swamp,3,Splinter,2,Moldium,2,Runa,1,,,,,,4199,
4200,https://assets.otherside.xyz/otherdeeds/940bf9ddbe15c2528ca2029a767bbd4741b1f9e840af8d11acfdb36b17249682.jpg,Decay,Biogenic Swamp,3,Bog,1,Lunarian,2,Runa,1,Bonestone,1,Mossmoon,2,,4200,
4201,https://assets.otherside.xyz/otherdeeds/0a2f1393ab1a225f8e5ef9f1ac3281b7f71ca41f7c9e9537d87b1683af64b96e.jpg,Harsh,Biogenic Swamp,1,Glacia,3,Whisper,1,Runa,1,Kinsoul,1,Whisper,1,,4201,
4202,https://assets.otherside.xyz/otherdeeds/14502a883d6a03e27991429cfdef1347cb8f9fb03b20b800a680d64156ada8d2.jpg,Spirit,Biogenic Swamp,3,Steppes,1,,,Whisper,1,Lumileaf,2,,,,4202,
4203,https://assets.otherside.xyz/otherdeeds/aeb17462d7b78bfd3cb4fc86e134c7b8287ec816761988070dfeb921967b9338.jpg,Harsh,Biogenic Swamp,3,Bone,2,Lumileaf,3,,,Spikeweed,2,,,Forged Hammer,4203,
4204,https://assets.otherside.xyz/otherdeeds/a579dced3cad5ed7c88301bf9f93ce369665d4c47dd005a89138363ebe91ce29.jpg,Harsh,Biogenic Swamp,2,Splinter,1,Lumileaf,1,Oblivion,1,,,,,Lapis,4204,
4205,https://assets.otherside.xyz/otherdeeds/79844d67bd89d542d6652361fb39eea02ff71dd701de8b2f32b736be0cc799ff.jpg,Growth,Biogenic Swamp,3,Mystic,2,Psychosilk,2,Lunarian,3,Whisper,1,Luster,1,,4205,
4206,https://assets.otherside.xyz/otherdeeds/4451173ef3b7c883ca26a4dd7bf6a0273c30851fc15eb234ee74e0890ac000be.jpg,Spirit,Biogenic Swamp,3,Steppes,2,,,,,,,,,,4206,
4207,https://assets.otherside.xyz/otherdeeds/c66e576e04f98fb6611bdf5e5cd8a70a824fbafac324cc520d98a8b1b13bc7b3.jpg,Volcanic,Biogenic Swamp,3,Obsidian,4,Luster,2,,,,,,,Rugged Axe,4207,
4208,https://assets.otherside.xyz/otherdeeds/623d0d9aa28165db7423f3c575ae6b724979db1b5ef3bb0d723ba1b35cfc8320.jpg,Spirit,Biogenic Swamp,1,Steppes,1,Lumileaf,2,Bonestone,2,,,,,,4208,7846
4209,https://assets.otherside.xyz/otherdeeds/6be7f4202de8a4d681a31f59b0aa01de1a71b8fe71ca824b8ee361054b473794.jpg,Volcanic,Biogenic Swamp,3,Sulfuric,5,Bonestone,3,Oblivion,3,,,Runa,2,Rugged Axe,4209,
4210,https://assets.otherside.xyz/otherdeeds/783d7b58a1ab6fbcd60d9c333557fea71ebacd111c90508c6bda8ec59e6dca8c.jpg,Decay,Biogenic Swamp,2,Thornwood,2,Lunarian,1,,,,,Nocturna,1,Blue Orb,4210,7596
4211,https://assets.otherside.xyz/otherdeeds/e3a243084f16376c5a4ebbbd03ff56902ca424c48e27d343ba6bb053158b7662.jpg,Harsh,Biogenic Swamp,1,Wastes,1,,,,,,,Moldium,1,Forged Hammer,4211,
4212,https://assets.otherside.xyz/otherdeeds/d78f52516fce9b6dcf60cc68d576a79295f9abc0739a470c781dede0b7872005.jpg,Harsh,Biogenic Swamp,1,Glacia,1,Psychosilk,2,Shatterfrost,1,Lumileaf,3,Whisper,3,Mystic Triangles,4212,
4214,https://assets.otherside.xyz/otherdeeds/8d5b4f37ee97bdd3f633db86962294896ef63fc8e2d6eb687b77385aada7a41a.jpg,Volcanic,Biogenic Swamp,2,Molten,5,Moldium,3,,,,,Psychosilk,3,,4214,
4216,https://assets.otherside.xyz/otherdeeds/9241dbafbadd9a8310f8cfcea329d1bda04789d355bd44d3c4d6d5617dd481cf.jpg,Volcanic,Biogenic Swamp,1,Molten,2,Thermodite,1,Psychosilk,1,Petrified,1,Brimstone,2,,4216,
4217,https://assets.otherside.xyz/otherdeeds/d6af9702101306a862a1a5acce1310f59b82ea2f49bb039f9cc705ce7ec7f3a0.jpg,Spirit,Biogenic Swamp,2,Steppes,2,Moldium,2,Spikeweed,2,,,Oblivion,1,,4217,
4218,https://assets.otherside.xyz/otherdeeds/39a4546eae54ea37b4e225e5c10aaa5dee500178d0b44168463b9fc2ddce3819.jpg,Psychedelic,Biogenic Swamp,1,Sludge,4,,,Luster,2,,,Petrified,2,,4218,
4220,https://assets.otherside.xyz/otherdeeds/6bd3910737b6cee18ec3291d9cde9b86557ab69c3f28fa4f615d554980f29619.jpg,Volcanic,Biogenic Swamp,1,Molten,5,Luster,3,Thermodite,1,Brimstone,1,Oblivion,3,,4220,
4221,https://assets.otherside.xyz/otherdeeds/4b89dfc9f765543e8fc0cd7f479f878ca42c964a602a0b92759e9367148dc555.jpg,Mineral,Biogenic Swamp,1,Biolume,3,Petrified,2,,,Bonestone,1,Spikeweed,1,Ancient Coin,4221,
4222,https://assets.otherside.xyz/otherdeeds/50fac6ed0f85d11b245cf7e59d1acf52b77bc80d1a2fbeb8ca2058845a3e7a9c.jpg,Volcanic,Biogenic Swamp,1,Molten,2,Whisper,1,Bonestone,3,Psychosilk,3,Lunarian,1,Rugged Hammer,4222,
4224,https://assets.otherside.xyz/otherdeeds/3373a193457b1de6792b636c703a72b1ec915bf6208166bc83b7f491c2d2c525.jpg,Growth,Biogenic Swamp,1,Mycelium,2,,,,,,,,,,4224,
4225,https://assets.otherside.xyz/otherdeeds/f442ee1c579a80b20106f887cb766e1781cd8752832ecc45c267de3aa6350271.jpg,Decay,Biogenic Swamp,1,Thornwood,5,Runa,3,,,Duskia,2,Nether,2,,4225,
4226,https://assets.otherside.xyz/otherdeeds/b0dec0cf1fc67eff70ca32ac6555e5375d69a144f1999fb7c150346049c1fbe5.jpg,Spirit,Biogenic Swamp,1,Veldan,3,,,Lumileaf,2,Lunarian,1,,,,4226,
4227,https://assets.otherside.xyz/otherdeeds/0c38d10b67c3b26bb04295fdf4e9dedc2a84dca42adbb23ced9876f40b8450d9.jpg,Decay,Biogenic Swamp,1,Thornwood,5,Nether,2,,,,,,,,4227,
4228,https://assets.otherside.xyz/otherdeeds/346807f3c0992844db02518073ecf26848b6e3e3be4c8b2b00fab6643a980b97.jpg,Mineral,Biogenic Swamp,1,Luster,2,Nether,3,,,Lunarian,1,,,Sands of Time,4228,
4229,https://assets.otherside.xyz/otherdeeds/130601441f3a501ca2fdbaecfcef85ba7c2ec734bd54ce05400323887e12e1c8.jpg,Spirit,Biogenic Swamp,2,Steppes,3,Oblivion,1,Moldium,3,,,,,,4229,
4230,https://assets.otherside.xyz/otherdeeds/da412fd955bd10ae78fc3bf609f1a31b9a52343cd2bf84046f64973e503ad40e.jpg,Decay,Biogenic Swamp,1,Plague,2,Whisper,3,Whisper,2,Rotworth,3,Brimstone,3,,4230,
4231,https://assets.otherside.xyz/otherdeeds/8f0b099a45379938f0b5e2b5dc84fe7657b43428992c29bb9e34b45c22253d55.jpg,Harsh,Biogenic Swamp,2,Splinter,1,Luster,1,,,Oblivion,2,,,,4231,
4232,https://assets.otherside.xyz/otherdeeds/6bb145ebe9780f9dfbdd5797009ecd20c2719d5b4b8d21a62f1d3a68909882c3.jpg,Mineral,Biogenic Swamp,1,Spires,2,,,,,,,,,,4232,
4233,https://assets.otherside.xyz/otherdeeds/4727c14a7e87870aedd0f2b797e1577cd8d0cdac62a8ff5636d4e2fbc4f8ae6d.jpg,Harsh,Biogenic Swamp,1,Glacia,3,,,Whisper,2,,,Bonestone,3,,4233,
4234,https://assets.otherside.xyz/otherdeeds/aff4e740be29efb5f6a15b7056a42752244730eed7bfbe0894b26aebdfb86bda.jpg,Spirit,Biogenic Swamp,3,Sands,1,Petrified,1,,,,,,,,4234,
4235,https://assets.otherside.xyz/otherdeeds/0909f84fe877003fe5113347628fb9c7c332588b237c3a0a9f1964c5c1a48d9d.jpg,Growth,Biogenic Swamp,2,Jungle,5,Oblivion,1,,,Spikeweed,3,Psychosilk,2,,4235,
4236,https://assets.otherside.xyz/otherdeeds/b5abc0fb00d1de49990e74b75733ce14186cb3c1dbf52c058c2af935d3d98a35.jpg,Volcanic,Biogenic Swamp,1,Sulfuric,2,Brimstone,3,,,Chlorocite,1,,,Slime Juice,4236,
4237,https://assets.otherside.xyz/otherdeeds/0f3817d465ab5d64f1fd077405a4def5be01aaab9680d5b3a0e54a97d0ba268f.jpg,Spirit,Biogenic Swamp,1,Veldan,2,Petrified,1,Luster,2,,,,,,4237,
4238,https://assets.otherside.xyz/otherdeeds/546a67de701686b5352ed7d0640030335270625a99e072246cd2013d74283bc4.jpg,Decay,Biogenic Swamp,1,Thornwood,5,,,Whisper,3,,,Brimstone,3,,4238,
4239,https://assets.otherside.xyz/otherdeeds/81e23604d6a53ff0415bef2d575e03db41caa6097171626244a3b7e62b0f1fa6.jpg,Decay,Biogenic Swamp,1,Bog,1,,,Mossmoon,2,Whisper,2,,,,4239,
4240,https://assets.otherside.xyz/otherdeeds/b2f24b57c245ee1a90115a5823e410e6a7a7ad35ab5305d9fbfc35354dffd715.jpg,Decay,Biogenic Swamp,1,Ruins,1,,,,,,,,,Magic Powder,4240,
4241,https://assets.otherside.xyz/otherdeeds/46eb827b0e0b38da041202c33cdb95a2cc0212530a0343bcbea5408fc07851c3.jpg,Spirit,Biogenic Swamp,2,Veldan,3,Lumileaf,2,,,,,,,,4241,
4242,https://assets.otherside.xyz/otherdeeds/4e058c42042a05bd7399ae027e99e7e6029a2e466088b30ae46395861f077c31.jpg,Decay,Biogenic Swamp,2,Thornwood,1,,,Nether,2,Kinsoul,3,Runa,2,,4242,
4243,https://assets.otherside.xyz/otherdeeds/c7f66a70b9ac63178003c3cb6008fd84bebeacc1bc6903665ffffbbe7e37aca2.jpg,Volcanic,Biogenic Swamp,2,Crimson,2,,,,,Petrified,2,Luster,2,,4243,
4244,https://assets.otherside.xyz/otherdeeds/7396e601305a9c39bf117cf545d68e748f7a32228662f4aa92446effc61bbc4c.jpg,Decay,Biogenic Swamp,1,Bog,1,,,,,Brimstone,1,Spikeweed,1,,4244,
4245,https://assets.otherside.xyz/otherdeeds/5415ffe55c716d8edafca3cf6da51038fb77f16f5f648614a5359dab543e9147.jpg,Spirit,Biogenic Swamp,3,Veldan,1,,,Luster,1,,,,,,4245,
4246,https://assets.otherside.xyz/otherdeeds/ee3689e7dfe95c1e955e821b6a0badbdee68d16bf3f5c239d4163dd4aa43127c.jpg,Growth,Biogenic Swamp,1,Mycelium,3,,,Oblivion,3,,,,,,4246,
4249,https://assets.otherside.xyz/otherdeeds/a382a47fa3fd26643be7fb1e47d9707bb0cf3a201401a781158ee7ecb8ce910c.jpg,Spirit,Biogenic Swamp,2,Veldan,2,,,,,Kinsoul,1,Whisper,2,,4249,9631
4250,https://assets.otherside.xyz/otherdeeds/da5adada4f63333ac4a3eb635dbc2a266ff7da213a45ece3167d07a8c2b9d8a6.jpg,Harsh,Biogenic Swamp,1,Bone,2,Nether,2,,,,,,,,4250,106
4251,https://assets.otherside.xyz/otherdeeds/864878d731a0c3e74ff9c242848440622cc31e8b980ace4597c5e7bfc060fb8c.jpg,Spirit,Biogenic Swamp,2,Sands,1,,,Coralia,2,Luster,1,,,Sticky Cauldron,4251,
4252,https://assets.otherside.xyz/otherdeeds/8739c5dab475d232f190966096678f31ac3e2e2ac40f34276d6b6f7cc6093ea6.jpg,Psychedelic,Biogenic Swamp,2,Shadow,5,,,,,,,,,,4252,
4253,https://assets.otherside.xyz/otherdeeds/f06ea0c2e6ca68a31d254a4de4baf7cbf762e762eb4a450467f6f63f6de1ff7e.jpg,Spirit,Biogenic Swamp,2,Steppes,2,Nebula,2,Moldium,3,Lunarian,2,,,,4253,
4254,https://assets.otherside.xyz/otherdeeds/22d5c39c0dd09a38e0c389868881d171ffc19d6c7c98d85554e522464192c094.jpg,Volcanic,Biogenic Swamp,1,Sulfuric,3,Whisper,1,,,Moldium,1,Luster,3,,4254,
4255,https://assets.otherside.xyz/otherdeeds/4eda8fefa5fb4ba81370a6009779ad60d4d71348c7142b0de232fe69aabc1936.jpg,Mineral,Biogenic Swamp,2,Biolume,3,Spikeweed,1,,,Kinsoul,3,Brimstone,1,,4255,3638
4256,https://assets.otherside.xyz/otherdeeds/1f346588e0f93f207b4879d7acdec7aa0453b76bb0d670a4948879e6fcfc9953.jpg,Spirit,Biogenic Swamp,1,Steppes,1,,,Runa,2,Moldium,1,Oblivion,3,,4256,
4257,https://assets.otherside.xyz/otherdeeds/6cbdd9feeea71eecfc01922989a52795f60f82c781414f51f1fb965df6127ada.jpg,Growth,Biogenic Swamp,3,Mystic,5,Brimstone,1,,,Luster,1,,,,4257,
4258,https://assets.otherside.xyz/otherdeeds/11175e1f929565f4cd71cfd01f4790540f89b84b7de647273cff6e5bede17cf6.jpg,Harsh,Biogenic Swamp,2,Splinter,3,Psychosilk,1,Oblivion,1,,,Lumileaf,2,,4258,
4259,https://assets.otherside.xyz/otherdeeds/456bf65e82b28ca480fb88a1be3daa02fff7eb7bf26127d157084e01829c9837.jpg,Decay,Biogenic Swamp,1,Thornwood,2,Petrified,3,Duskia,3,Oblivion,1,Duskia,2,,4259,
4260,https://assets.otherside.xyz/otherdeeds/b6b9c1fcda36b0d8cecd53877b4bbec47b61c7fe80cd3e627eb4fcd9876a3394.jpg,Decay,Biogenic Swamp,3,Thornwood,2,,,,,,,,,Koda Shovel,4260,
4262,https://assets.otherside.xyz/otherdeeds/1d2bdc6bbf24d2a26dbf9b1f0cca8cb262da6b3d3063cb9ac5fc55a5d465840a.jpg,Harsh,Biogenic Swamp,3,Glacia,4,Slushia,2,,,Brimstone,3,Moldium,2,Rugged Axe,4262,
4263,https://assets.otherside.xyz/otherdeeds/20f1591dfcdb24d7db940fd53c80ff6e8e56261d5a73f83a0a8b49387031010f.jpg,Spirit,Biogenic Swamp,1,Sands,3,,,,,,,Nether,1,,4263,
4264,https://assets.otherside.xyz/otherdeeds/9a8270932b86819a26fa2464d82b56814f83dd2f939accaffbe9a21f14de5b7a.jpg,Psychedelic,Biogenic Swamp,1,Mallow,2,,,,,Runa,3,,,,4264,9557
4269,https://assets.otherside.xyz/otherdeeds/3e9b917ebdf0bbe36a5867307744958a52f3fbbd8fc81c23632827d1a5445fa8.jpg,Mineral,Biogenic Swamp,3,Spires,3,Oblivion,1,,,,,,,,4269,
